id,userid,appid,name,model,platform,version,pushid,uuid
197,7745,com.moodle.moodlemobile,samsung,SM-A505GN,Android-fcm,11,f1DfzrH5rbQ:APA91bFKvfvCH-Rx_wS01O6QHnhTVXM7EW8OQ3seIO8vkWz9xt6ovosgBE7g_JEbIkGQ3fOLh8XjTDXRMsEG5Xkfsz_EcioF4Nt5_p3qHaMdiG70iPmsKSrbVvMjmEoSbTr7ylNKr1uU,3f879452633487c1
198,8164,com.moodle.moodlemobile,INFINIX MOBILITY LIMITED,Infinix X6812B,Android-fcm,11,ctf7l-rKHfs:APA91bGWbVost4Nj_YNsUQlzFMQYtVdP64ZKfM2j9MuxR4kjYQ2C4O7rsQ75GOVMM-UNCt7hHzwfT5bezI8HEnJdX6BqW2KCH3Skcf94q2VCAt6lkDsFcICbfd66aXGaFGeydogQZhNY,26021da1a8b7fcf8
200,8303,com.moodle.moodlemobile,Apple,"iPad13,16",iOS-fcm,15.5,d-kpH7Yq_Ec3v77ub0Ec9h:APA91bHgkbn0bjEBmMgsOXaUTe6jqwA9mYkr2QNWgXxHpkl4Xusxp03iHK6QXuS__HQZTm2xpKfwWK5gpHrug4Jn062v_3yNfY5qXiFqXKfdt0sjoQOKEql_moCnOkssATp-h84lpBhk,C62B676D-1143-4E14-BA80-D8CA9AC05A16
201,8301,com.moodle.moodlemobile,Apple,"iPhone8,1",iOS-fcm,15.6,dh_g3rfbBUaUj2wRXrAI6f:APA91bFFPPQsiGclvGgY_c9y37VoFryXbaZHF56Zpg32RcbNe_s0DG6lR9CfDZZt6oHP8hIRfs1WXkqIgXi5VE0qzI8jPZcscoMKhDc0487LV4-gxfwsS-BYekwbehuxIotYUjxp78ew,6752C174-6A73-4E4A-B424-241065B53ABB
202,8405,com.moodle.moodlemobile,Apple,"iPhone10,5",iOS-fcm,15.6,eCjSr_h3Bkhuo5gWdJOmt2:APA91bFMNQ1f0q0tN78Jy-dTkumIVqjTdj2ZdTcM_Z_1FDsv3TCnhFkW1Wplj7YCW4C05tGLLRt4YZp2yeJLPo1TRIqt0Iwx4UK_obomQhqOPYX-elTgvekRS2gm_bsi6aan75FuB3i5,9AC26B50-F924-4B06-BA4F-D889B1434C42
203,8826,com.moodle.moodlemobile,Apple,"iPhone10,6",iOS-fcm,15.6.1,fxbZ8cDA90Pehfns7feJbu:APA91bHR_3g9ToePKaPe1ABXZAX7g-eaFmnaa5fljXAyY1ZujOMMjCmdJ6c-Dw7nv3I5pF-QKjkuwcM12klKJoVaQpIxqcoeyVlhdjuQ9n1TEpIAtGkqmVQvO9SYWQj_u8md84yrSdXn,43D9B1FF-D99A-48AC-AC93-1B8B0159011F
204,6201,com.moodle.moodlemobile,OPPO,CPH2185,Android-fcm,10,dWTbRLCr6pQ:APA91bFAYwhgAy0bdzqRc_plTaJ4Kx7u2BQbtMPsqkyWwhLd2VHPZbWFnQORVgqy7IrRrnmfZ25uuouSB85qmIjAJ4ozjSwKN9knHT9QWgPbWHhq2Dmm1aCz5XjXXcjFbho0cBWGvrIE,2789b6736b6238f1
205,7877,com.moodle.moodlemobile,Xiaomi,M2006C3MG,Android-fcm,10,chiuqEMV87I:APA91bEnj2pAqAnJ43zOJSYEiZbL-OR-LY35UElvrlBhCCEG2aPao9VLoZcjZXPfd7STUP050FAbhRTFTzQQkHBo1Iw-hICiBtDrrrILStmch_RX-i4W8BxT-bajg_fksZwc4FOo0oXX,227bd34ab0d49aa9
206,8660,com.moodle.moodlemobile,HUAWEI,MRD-LX2,Android-fcm,9,euD7HuxpHS8:APA91bGjbbjp_K8oSQimyRJDrIehVqsbrJVFkZpUBqj6q_pZzW_6-PuG98uUgdPBWzLfiLFLwg-1YTZc2haM1zX5RjNXQ6qnd-kR4sP5yHDgn7RNAsRjcqw6OYO6Bhg1F4Cnp9tyHLsK,57dc2abad470b2d0
208,7978,com.moodle.moodlemobile,Xiaomi,2109119DG,Android-fcm,11,e8pJCc188nY:APA91bHpWSBx2wKK0kQ9VXbE2JfjUiN266u7bCGj2jPIc-TOMXczhOsI_48Q0HHJrYWoLw9-i3oQFElJI1PfF1zQB1TtaroiePBtSSfW8wxqKjNDY2NLGDbU9fi8XQ1wpSTfZrzlVqt4,2d2bc43fea59b921
209,5001,com.moodle.moodlemobile,Apple,"iPhone11,8",iOS-fcm,15.6,f6geJhocpU1KqrsKrHu_1i:APA91bGuL0c0kAlTZGcE9j-XVA2JsF5AHJGaH9H4eNlhGUaXtiikkzh5MBWLDqpRfkkCVHF4RaKLIAJCjN_37aohBQJPYBdb874aicnZbltGRqRdKQc3Mpopwmhe62S4gJVlKHYWdWTz,A018287B-7D6E-4E2A-A0F6-B79C8D14E359
210,8304,com.moodle.moodlemobile,samsung,SM-X806B,Android-fcm,12,fNOQu4Y_eh8:APA91bEVn8-R-etT8IxYReW6YkaBm2ESVSNv-ZtXPFu2-KhmvQ8kwtQphRNMj8V_Rjh35DUoZqiqb_2QERsi8h89Bi_Z30AVSRN5pHFMV0TPnPnmH41CjaH-pXrGS-CNLRm--NCdEdbc,5d968a8710dfcff3
211,7912,com.moodle.moodlemobile,samsung,SM-G988B,Android-fcm,12,dExmPBeJouc:APA91bETwbLCqbWGn2f7CJzKizsCKYvmJNckzWalWycJBHFShRjh1EE7LSS1I511_gO96ZSb9O4twTdi1niz9GZ9hK50JemYelXm0_UlsPEHhxJ1z0IN145Xcb_p07xMHPqvrDIRx6mH,a97c3b86b0874599
212,8278,com.moodle.moodlemobile,HUAWEI,INE-LX2,Android-fcm,8.1.0,f_rxYyZHcj8:APA91bHIJO_7wToyxv4GYHsR0fXJuv0RsQ-ux9Vx9wi2i6H7_FXqcamKQe8-48EL5Tq3NK9gyk5jBrUDjeWbUFPUlW3wEX1vNTHx41_BuYq3515I2cUr29ygVIMZ-9AvqsF-TqjJKazs,41cdd912e6e06772
213,7947,com.moodle.moodlemobile,Apple,"iPad13,16",iOS-fcm,15.5,fdJ56tSTa07Ogox-qK9viA:APA91bGoOaUaANbFLbAGUqeq_oHQxhwi1KEXoEIkZKcUdF8nukeuKVIgjWQ2GzvLAHn7MBHxjvDlW_DpOqUaJiqNCD22tonqr0k8HvLZc9JQMCQCjajYWUyzv6YOgzWMPZZORSkmF06M,7D286843-768A-4E69-A57C-52FD57354C56
214,7724,com.moodle.moodlemobile,Apple,"iPhone12,1",iOS-fcm,15.5,eNr0ybecwUX8iC3CR7fD4M:APA91bGHKn98Yv_D8puzi66RLujJZ0O9jnrm9RHW9TXV_4835H3rMvCq49OB6QPRTumAG6yhZWaZvtxTxv-V6Pycrxal3-L_qCQQwVh_1A7qfZGhnbXkOL4rr10Up9ZSV87xCuexTfwJ,0D6A5B74-0498-44F9-AA0B-14329512EACC
215,8661,com.moodle.moodlemobile,samsung,SM-A528B,Android-fcm,12,fuLGQUkH5aw:APA91bG2VyIbzgpRn6VMoBxp5andmzoJIc-a10EO23zv7W4PcbeS5n9NY2JdPyRxXSUrpgRYoNLZXw_GMI9VoiCiMcJG94FcHeWMo6d34MXab6Ha16lejoiDXOq2d2HfOQlsnFYrv0an,0b71a4e2b4698c18
216,8013,com.moodle.moodlemobile,samsung,SM-A525F,Android-fcm,12,e6vPZgl5gO8:APA91bF3DiCrSZxzy5tMmGV1eGUSOQNJkoEnDkkS_aEYmmub0onxeYSI0rmlGFs4aSFVw1K_Jy3SxXENh9UXucV__vmBkeOSeujEzU6nhIXerbmIiWFBq_lI_zdAG7YJEOfFE-Cm5J-K,47077b3376f28a71
217,5935,com.moodle.moodlemobile,samsung,SM-P615,Android-fcm,12,dw1-UZhv69s:APA91bHcPtPRzTSqefB__bMFaVZ-uqZCZYHFettNYVHHI4eUsEgE1-JKWpYAUA-RR2Ap3f0BQP75kViQNEK8zRpde7OiwbNZ8cYiT_eoPo4Bn676sjzzFKysuu3sfoy9KUBrfftok50q,dadb5146ee2a5167
218,8282,com.moodle.moodlemobile,Apple,"iPad13,16",iOS-fcm,15.5,dyXrZ7aqtU3NiYZT8BaO6r:APA91bEqDHmmUV-ZcNYAebOwwl2yUnv5Ewwi-NUJYu3onSUfLqDAB6nzP2m2RFGzJ59eBwI2B5dfEbRMIZFMrGvA5PuC20KiKyVYhLmBr-TZn8gV6_dLQrpIJvw51cuGsaQwbkRls325,43348A19-EC0E-4D42-A1EF-52417BBF65B9
219,7845,com.moodle.moodlemobile,Apple,"iPad13,8",iOS-fcm,15.6,cjIUunc2DkJxtFGnVFWArN:APA91bEh-eygGnTt9l5NhURjuXS70gGm_jMVoOqJIUYpT4r4h4a3pg_hGMy7tkVD96pRIRboAfKi1lXQecrnT84E3QcAD1FLpJEJ2d6-RP_PlUOwH4rE8cJP7BgE7ACKwsZ1xNLVCCTH,9E5A9D58-C369-45C7-B7CA-B2B44B08CF8B
220,7845,com.moodle.moodlemobile,Apple,"iPhone13,3",iOS-fcm,15.6.1,fR-SGOuIPUAwoPmYebPOsA:APA91bE-xIsFoASvZWrKr6_X-gB0H7liXU1-N0pl75pEDho6wKKAkE_4txKIUEn1YxPjmkUNhhxNj4Ap5BhBZeC3MAQpNdQw3NjADWM0sLgMtaOX3XtYoqM2Cdy8mYTjavRFW5LHM4gw,ACE2191A-6BFB-4D9B-9EDE-8183AE005B45
221,2593,com.moodle.moodlemobile,Xiaomi,Redmi Note 9 Pro,Android-fcm,11,en4X_Llx5-Q:APA91bESBfNHjPoQPv4eU48oK13oT-D9qZ-opZJ0uCaZRvAMvgSKme7P_p-IiQYN4Tmm-SQe6WPBU1xBF4VW-ENiXx6MdJ_PYRCno6fi2WPuyXS-vUICmk03-QsK7OYja3rjTSajRFG7,7167164e258af54a
222,9087,com.moodle.moodlemobile,Apple,"iPhone12,1",iOS-fcm,15.1,dSouOlcTdhQ:APA91bG7tuHD6HG2TthsjtB3z_PeoUDeu_iqr-0gbCd1_GQ2uqUAQQopKLIRWH5q96BnPGyCXce0wIYW9hSXG7B86oB0c5Ejl0ch0e7cmWZtADfsUeVRxiRoauFc79jhMZDfcBVXjTU1,9C6273AC-FA92-40B6-81ED-929366DED836
223,8289,com.moodle.moodlemobile,HUAWEI,INE-LX2r,Android-fcm,9,cHzl1NURzck:APA91bG8ke-ryV8tylX_e-g1qvcVHIETlhdEkg-xBf4Taqy3bmWtThrns74KCKohIYI2uZTT0CdqTLhOHVzKqZMGk_V8AbGewAtsoM4ZChwMSPV__rNC4ajo05F6EC0cQ74numU_N2Kv,72e0d2094ccbd14c
224,5894,com.moodle.moodlemobile,samsung,SM-T505N,Android-fcm,11,eXYFIDaCZ8I:APA91bGxf0iPkjyFM6etjQHvzzhQXHOJd5VsiB_XbsMAgx1mxOHZuTLYv0XBiJqOxAOsXGFQU6ZC2_aamDyPUSZeaI3LeG-DIWw_yBROqzzzkTa6HVIhQ9PadpPr9v4ZMVIv15iNCjDE,6874db4d80ddb86e
225,8370,com.moodle.moodlemobile,Apple,"iPad13,1",iOS-fcm,15.6.1,dW7D-AXxZUzsl5-whjylxL:APA91bHDKOdR6hxH2ryhrdo95gp82ilw-qtB77aEOe_YvRnEp2Wld0b4QKfbFzeS8VSrUI7sP9M6VYpHxn9C0dzWFnwDHiT9XPgVpZNquPflhnNevGY8vxRfYb8iOvzfmYoM9qeZIFcc,C0ADCFE6-63B6-45A8-9E9A-8AA480B73942
226,7874,com.moodle.moodlemobile,Apple,"iPhone10,6",iOS-fcm,15.6,fm3qKmtRTkcbnAB9jcMo8y:APA91bFKtlvCxyIk2fAdwIhHXMfVJ4ZhSqOMdUb_1RBgN5qOU6313Qg89dwFYaEAT4HoDe7FN24E4yU7cIstSyu2WQohYDsmU15EPIRXEYz66Hn7iNIqHs3ogyLh-_L39zVSnp2OrRPg,E0C8D1A2-64C6-4F0D-B33A-2D94626C9CF9
227,7785,com.moodle.moodlemobile,Apple,"iPhone12,1",iOS-fcm,15.5,eC3-FjTBXketpzfHSwYSFj:APA91bGn859H0_UBg_B5kxt6Xr8avW3BHvVGxPCGZinge6yXfepKEW8X8Acn-QzYD4di3azUxZjJsCvED-Ph56W1zKTvSVXO-BgUsxlfEpUJcU9UXbxvH0kxaRafOHoAEPKZtZQCJ39j,914B2B7D-A75E-4256-86FC-33DCC8A61187
228,6302,com.moodle.moodlemobile,Apple,"iPhone12,1",iOS-fcm,15.6.1,cf7lhe3OhkqPoKuMTXJgmY:APA91bGILxMRw5UAWSJNblUY0pzMVSECPOe70sW-90RUhHoEk7HpxSq_zuLU2PM7MYUwS5kEmjZCjDG6WaDAWHlFFW8bSsVtXHo0f9Twa96hudE0O6yNVRHYlTen3b34x3ujKZNeoBq1,87D2BD5A-7A19-45C1-9CF8-BB17E89308A2
229,7850,com.moodle.moodlemobile,Apple,"iPhone12,5",iOS-fcm,15.6.1,c5X4tdVnw0Spq21JqoXOLd:APA91bFftExAgWpbbc69WKvtd8UQE2U2UVG4jJM_vF8aN7TS_hQ64Ril8Atq_Xd-i8tDQbseuta_EELhyjYuKYz2lIkXi8HzXATNt9L0Ti0brf9u3jFw8YHbH01F5LVnKzmDDz8ekd9j,50F87373-075B-4DC9-B3C3-E8369AFDD357
230,5755,com.moodle.moodlemobile,OPPO,CPH1943,Android-fcm,10,fKHnNXGqQDE:APA91bEMDHI1dcu5iUJM15uQYRoG3EQrAIlYu5L_nIO9y4lRKLrnRssd_i1Sa0sJI3DDYuD5SK3CMc0hLCZfqX4nVcM1d667S2zr8PrNv28CkRskW1wuqRkvxJ1yVI0yk5LYfHC8df3e,a70662e8314a4063
231,7665,com.moodle.moodlemobile,Apple,"iPhone12,3",iOS-fcm,15.5,cPA6gZa9k-U:APA91bGllXklnzFF5Qyb0dr7Yz7cXie3qW2H2_ohPjBaaGNi6YE4OO3hvbvd0M7_i3R-Pxb8O7vNnqwpjJxINkiLFBLGffIq4oCH9bddNv5Z7LGMoYUGCL-0dwwzo-uFLOXM6_Ao-Ntq,E649502A-E18D-4BEE-9F18-1248B03FBF3E
232,8448,com.moodle.moodlemobile,vivo,V2027,Android-fcm,10,fHxxjsv8aaY:APA91bG6ifLDYkPvKIlyi13XsQt8HRa1xzaafmMfaHzYtEdnhC6L1pTP_NY2DHZLfvXbpK1G0bllgEmIuJCuBHUCgaiCQRFdXfaCyzyqt-Njk_IoHsEtuL_doMlM9u463OavfDqecLL9,aa2e2e9da28bd988
233,8118,com.moodle.moodlemobile,Apple,"iPhone12,1",iOS-fcm,15.6.1,ck2yHGKmrkE5kUe6tAWGDd:APA91bGLRPsfn3HTacDSlBOcv_7aXkwxvGm5tJrWSDhPvoXHM3r3WKkT-xg0O1O5wpNTko1i6XnAf-s9Wko3e2p-cIrM1uAV8Q75wy8CMYZlIrA-3Z8U7mhOUs2KhMPs_y-Yu6xAF_mg,D662D92E-CABA-48E3-B1F9-90FA980C77FF
234,7669,com.moodle.moodlemobile,Apple,"iPhone8,1",iOS-fcm,15.6.1,eXOboBU1LEL-hUGSoFx3n8:APA91bH63Ve2h8j0fAtBayruzU81Qn-tPCVpdIu2NbB_SyNmczJcq0Cs-dl8ev85kCSWlGaj2-K-JIfz0mxZz3Dj-_d16KWDarRste0p2eJkTLbxmYdgQKchUPvNxYwbTeyFdoS1eoBM,9F406F3F-9CDF-44D1-940E-CAC3AF92266C
235,7677,com.moodle.moodlemobile,OPPO,CPH1823,Android-fcm,10,dGzOWb08PUE:APA91bF8QKb9nIgirW3pVaieS1kGXpvHr8PBGDZ0HIwLUbhd1lNhRrbECSer-q0m2caW-6aZKrm2ID2CgIDx-eKfrJPvu7k8au5qgcZ1kGOvIduTWiC7CJYGDDOQwRtCCacPCuxtAPQL,3d6739c3cedb8c68
236,8309,com.moodle.moodlemobile,Apple,"iPhone10,2",iOS-fcm,15.6.1,fGgNjTMrWUujgQJxbU6Lj9:APA91bG3y8KTv1-hUVV5jOHR-6mQXZhkO_FtGVC1kk4a2y8eOgTZVFtz3bof2MR6oT9S2VOuotQ-bPK-lwXg2V22QkHLfH7VG8Z916neoemX1sjckqcRrXnqkR5MijpJ5Yn9iW7lClQ7,B6A09E16-7553-477A-8191-3FD5945623F0
237,7678,com.moodle.moodlemobile,Apple,"iPhone13,2",iOS-fcm,15.5,euwPSalobk7Hju28pcZ1nZ:APA91bGZZmJBg-qbF1o0Sf-alAWj-GHxmN_8iTgzGujwg97pzE3qTsDQNQKg4g1u_wwWCFU4BvTXmVku8qPpRxRT40Kj0XmCOV8TMMm4tb00874g78ADwHSmZo82r8yJIa7VC9ccvb4U,D871DA0E-5805-4B8C-9309-035F168FB80C
238,7787,com.moodle.moodlemobile,Xiaomi,2201117TG,Android-fcm,11,fw43EXI3DMQ:APA91bHOGVoTh6fXmVTrE48qMHNe3F7g2iwrt2Qv7ymD9-LWKL9ZtcDdgvW8g2trrK5xGgQsBbV_FJnjLUMSRbJ5Sif55OLYcjiEmDO4_2nrztnAGif-8LCu3Jgh9PbHfENW1NnvDp1b,0c30b4079f0cec7e
239,7666,com.moodle.moodlemobile,Apple,"iPhone14,3",iOS-fcm,15.6.1,ddxfIYY0WU9CpgHp4F4isw:APA91bHAZh_TonEkpaDD4JyUfxqnQ9cuBmM07FktkOHG0wUVshL1L4yXDXeQNZjEdAYos6uCBKIwiZTeNFXUbcxrjENH4O9zBlliPiML3IbZNQCyA1ww8Q48zGSCwstUaI2T7fXUnDjS,00B69E29-3A64-49B6-A59B-0CFCC80FFA5E
240,8922,com.moodle.moodlemobile,INFINIX MOBILITY LIMITED,Infinix X6812B,Android-fcm,11,fEM7A14D9kI:APA91bFpusSJ10ZzjmTfO70YwDMnUdFRTObMsi8Gp_zQQ1zFqZ2j3eUM2CNPXuMLrK-rdGuT0_D6oyGRaot6bzXQCKz7Y6IJH6V3mxOj9oQFQbFLztj_kouSjgSgeq-lm8GGJXyNKTpb,3aea9bc12228ebc9
241,8010,com.moodle.moodlemobile,Apple,"iPhone13,4",iOS-fcm,15.6,cB3EOch3r0_Qmx4HgVcgJ7:APA91bEcK_odCudEDsru0LRheAlANbcAO75hzg_dsxbdFtpw8zo7Y0E7dLHuYFtPHTfZZzTsGuZhJH0TVYzjdjOYsXwJoZwaaSi-eHnDw0FqcggD7EQPLIruQtOd1cvqqzWoTHdnpEZT,46C5FDF8-8F7F-4426-9455-88A4F4E7A081
242,5580,com.moodle.moodlemobile,HUAWEI,YAL-L21,Android-fcm,10,ePF0Mw5Uelg:APA91bFvXdvpuNSrTedZvPDCs_kMk58fwuKzPdK-u-aiDViXIDYI1sXZyD0Kb3ce8yiw2y3YnMFwJaB9SzVDuPWtpecYB3S-JlsApK4pG1TT4Mqcw3w_CSvxdibskOYt-XckCReUw7-N,b7069eb26650109c
243,7653,com.moodle.moodlemobile,Apple,"iPhone13,2",iOS-fcm,15.6.1,fv_Cjxk5Y0hmuVqpMyi_eK:APA91bH84J_UCxKeRJCAeDO3opEstvqRhgokX-WSxUfhza1RC1slcvLSmVD7EKiSEiHtUUO9xaAiIO1Npr-Hq1Dbb913ufTwPMAOHf_MYmzN1m67aSRLE2JuYDSPSDuIkCfpcXDbf3PG,3CE5EC6E-B7AD-483D-9407-7698DF10C120
244,7747,com.moodle.moodlemobile,vivo,vivo 1907,Android-fcm,12,dxH9y0mDWi4:APA91bGYuNzgmjI9cIFytbXhzvgs8r99CwDUjqPwicokkFc7en0QSyXPw1jYjeye0wGUF4FFoVqLYpXdMWa5cQQd6o6q6u2NZ79pGBf3GdELbCyoI_n4_T-qLY17sKmckekIE1ERCETo,c6bb8143271dc51c
245,8794,com.moodle.moodlemobile,Apple,"iPhone11,2",iOS-fcm,15.6.1,d52ohtJUMEngr4qHsP-sfz:APA91bFskl9RfuDNa5WeI8bxTUqnZTNr4I26mOCKW_efu8sBWM5hVEOkY6z2EEFCkEWVsvp6inlq4vcc1g4giY1x8INVn7ZzXK2ZVCR-0cI1DL-LMfXusD0PjalOxjW1pQewhcfJVuSL,F5F73020-A8AB-4B49-9B62-73F78A29A419
246,7837,com.moodle.moodlemobile,Apple,"iPad13,8",iOS-fcm,15.4.1,cNyOgnQyAUpvu4I2m0bpJd:APA91bGj9t9D5ABcgNdMzVnvUL3W6v4DApRvnlkT_kBBw49D0L_vjnbc_mJSTke_iLkF8xG0oowA2n3MGnzg3Lnxp2k5A3iGjFnCNyUZNCfcVRNmHHowdvqc6X38kj_JM2J9wnegfdsr,D7B91C6E-ABF9-4A5B-BE3A-EEEA617E085B
247,7664,com.moodle.moodlemobile,Apple,"iPhone12,5",iOS-fcm,15.6,ccNb3Hkc-EN3t3dIjPzOZg:APA91bEdBAHmj8B7PrI2f9KAp-6mdZJq0CPyBT4zFZogZx6yT3OhYYGNxXbfNTSaOdBC_XquSLjwllAbLfLqy572kopBv-q0QXFJBV5drjFbRypmENdlebuv5El366dA6SGsneMKcBLI,B65326D9-2C38-42B6-B2BF-6F24209CECB0
248,8922,com.moodle.moodlemobile,samsung,SM-G781B,Android-fcm,12,f84Lt_-KUjI:APA91bF9hQfjEmZ9tr4-XBtX_UspAXBI6ZCnlQzFnOE2CbgmLNrot2BrgZ2DCijTv58PD_Fss6o13N3R6kCwEt2hbzuwp2Ajw9qUwY1_q7q50Uva3XRfr5XzWAzPklTuLSLI8JCZ5KDq,71289452d8e5a395
249,6297,com.moodle.moodlemobile,Apple,"iPhone10,6",iOS-fcm,15.6.1,dJNrrGwBoUm6tphBmD_poy:APA91bEAp8wNPaFjPpyNcuaeqCpWvfIrSt86az5Uh7-l0mhje96ZB2JWhxbOYcTT6l-8VeerxyO-Zx-RERKUeHofmKpPkDzlg7Ji70BV-E-ApqvsmzPKAwJ-UAg7oPL_CRBSpJp3_way,C7DDF221-4E47-4836-A1D8-54B7C1408757
250,9175,com.moodle.moodlemobile,Apple,"iPhone7,2",iOS-fcm,12.5.5,fDMl0P9OIvY:APA91bEiddfXtZNgqfT8lFpEIOeqygb0fEra2dtGXXh1MeqVxp-0MMJGtQFEOPqtA0a5_uK1s-4QxXSPlJkKu0GwnQ5nPWEAbTM2AkM-GwMKIVdyCviTO4mNzloVSkAH1McAbPWM9KGr,AC6092D1-94E7-4CCA-A501-4643ECD4F286
251,8312,com.moodle.moodlemobile,samsung,SM-S901E,Android-fcm,12,e3mp0yZ9Gzo:APA91bHJDtC4dNZUggRCV4sOyJPK4QZgDJr287SjWcFc_xeUc11VgopHOOhlC9TaBSupejA4bP5MYv204Kr7yPw-568lLhYVG6qrAwFJ-SbilzW8kJcdm68Emk2yNj-rTrKpXq5pFePI,3c5256fcdf41b994
252,7963,com.moodle.moodlemobile,Xiaomi,M2101K9AG,Android-fcm,12,eF-RWCyB-IY:APA91bHaWSiw9lAcHPJ86HyC8plqSRu-N-FKlnzqS0onLWS7hR20xCW5oL19nbjiRijOsokuAZMoYHj2c19HmRIkgHpiGQHHmLKYMshfNHRWwnhLUDB3njdsAGFElzrtrhVUmMaotv18,39eb528323190ad8
253,1340,com.moodle.moodlemobile,Apple,"iPhone11,8",iOS-fcm,14.4,f2UZqzZ5JkAFjjdGzIpsnk:APA91bGiPfNZyYics7xHWVhTKBor_lxgC-fGEe1QQ5_Y3qEqlDD6Z8PnjE7gY0sqxU4Z5GN9rpK-gKDfnL_i54SP0qyIqeLQNr3NFHjsYGWYQ5bDoCQM6qL1o-jGBv73mRaW6WekwdhD,152175BF-E174-45D2-9FC0-D43B4464C777
254,7663,com.moodle.moodlemobile,Apple,"iPhone12,5",iOS-fcm,15.6.1,fd-8QOYP2EPrgwPs9sJt93:APA91bEJmuN9icmU9Nb_a6SjvDSeOU-9GS1Quqy_0CJL571TbPUkX880rAcvPHyICbhqKH4lrYj0Jf0h7UarLXPUe_HWJk91YIOr3nVJHNGbRBzRL3cqjj-dQnb8f-Th177lkYnnfL-B,D61AF1BB-3F88-4F22-B11F-15112A15D2FD
255,9186,com.moodle.moodlemobile,samsung,SM-A305GN,Android-fcm,11,cofyoj23cb8:APA91bGmx90WhFAxL4qOCbsMxal73VThC0RyP8zNTGCtgpZBf4pGuvLEle9AMQ5f4WUZrl-tdDB8CtWi3p6k-mEXmxfhTWPVei1C9CkiUhDYArc3s0thPyoFKpe9YTcs9L0E4ARLEZni,32c4f7e47dc43b3f
256,8119,com.moodle.moodlemobile,HUAWEI,STK-L22,Android-fcm,10,f3DGEb1tWfQ:APA91bGuu5z39wx-Y7hgowZuBEoHZj2vLibhEy_BK8XC3A0RwUgzNQlrk3N4PiGcutvlnP4rbYW_8-W2i_JKN6PrVDlvh_VaDQUKVii2qyPNw4-X41Y5GEKoI8QxDlmVB8mHBJAsATO8,77979dc27190616f
258,7788,com.moodle.moodlemobile,Apple,"iPhone9,4",iOS-fcm,15.6.1,c5roJKkUhEgNgPtCdbgy5U:APA91bEWoehUF9bnangASHEIz-Hm3kPbcTkL09eouzZpV4JBD5B3aWRzD5gL_5cAtwuCzpxbuj-xz313j-2g7aPRKypYB76Xq6eRc4Z9pz-k0c7gwK2mGwx2dXoXHQcxvlOlBX7a4OWH,309BDBBF-1112-4D4A-BF78-3E0A5DD751C4
259,7883,com.moodle.moodlemobile,Xiaomi,M2003J15SC,Android-fcm,12,dVH9uRXmWXI:APA91bGMNdKLToipG3xg3pRf7ge5YguTHrBwffm0wObLflomjrw3FlaMKuJfiHtGT1hklSE_Bx_OC0VallDceEJrdkWY9X5LcIprbbHwkhfXIYEukKrPYL39dNPqGPSlceh1WwJqx-ac,4ba303326807eaf0
260,7940,com.moodle.moodlemobile,samsung,SM-N770F,Android-fcm,12,e9OPQG4MLec:APA91bGh3vEjJuxmvdCOziDYg9n6oVTTLOgmXoNXlHYx34szAQ9z8jrjvSxeRgdRTxocNl17utzg1Nzg03gz0aLnu9pOwjbMi17M5p4g5WBKNOsZVgnsIAzdi4uUVE9h7RRklQZY0LJ0,6efe67a87823cf45
261,5817,com.moodle.moodlemobile,samsung,SM-N981N,Android-fcm,12,eukWXJIBAHA:APA91bGcBRbZsNLpHUFKG7RTIR_Yr2dstllneOlwYiqgvOMtC6sb670die9dXOZVeCSHeZk-js8w-gunwBY5qtE7LHpCH2C9meO7AIpqfoXSM56ZQnf3BR-Vva4BkQaXFNXxZZZSurG_,1a1ef753b836b556
262,9184,com.moodle.moodlemobile,Apple,"iPhone6,1",iOS-fcm,12.5.5,dBeqlnWhSEb-tqQrpj0vCM:APA91bE8sqMv-PqCnpwxxQJBeKfXHs-LSc2etfNYuWII8JxYqSyK5KZ_ytYnVACANoeP3TJGwq3pz43_5hIirTESoxdQ3cpmKcnU78ID5JXfQ5DkN-U7YwBuhQdzfYfkbglGHZOfZETc,D8A9F524-A9E8-4929-962F-A363A3CA819D
263,8506,com.moodle.moodlemobile,Apple,"iPad4,5",iOS-fcm,12.5.5,cVKmRts9kkHhllgzKjqZLi:APA91bH3fKAWVojSVNkdz7hjfJ2YWa5L7-9eRuUD5GFH2rRBUDtOB395bps4QrHRcfAmq4EE94oy1Awjvs2OV_krj1IcowSPVWKnTWI1Q_RVyhvaYFJaB_ro2IZO4mmGSPD-RoGnpBFI,ED355749-6744-40EC-9B05-36EF1EC82A0A
264,9188,com.moodle.moodlemobile,vivo,vivo 1901,Android-fcm,11,cc0wpFtSSKA:APA91bGU2acV3THIfRjbvz3JOFNHojZsf3lyYXG1rAI3BrOd9FzUx4MlqjocPzDapOAWCbU6Etfh5udUf7-vrnMWcbQZS0MQfYwpSZLwb3tlLrYo30YisjWzhKq2tbAj0r82BCP2IV3Q,b6a10744312a0569
265,2734,com.moodle.moodlemobile,vivo,vivo 2006,Android-fcm,12,fiSt8OxzJOk:APA91bGKguqFgVz7W5Te5OW70JB9BY97Tc1c_--HizbjWBh_uPgtW0Oby1wXoQXAQp_I9A7aHseM-mvifVaF5joLdJBTk1b0gg4vIL-galCFh-eZGxVgV5PVQkUhaife8ANoRgURW5P2,fa0587997a5dc05c
