id,userid,appid,name,model,platform,version,pushid,uuid
391,8918,com.moodle.moodlemobile,realme,RMX2151,Android-fcm,11,fWlK5ZuABDI:APA91bEjIDX8ymHOf7_6I7zQemWWqjhjViIwyOKEEDWoTGC6v2ArnczLfN-_Xlw4mqNYTfab7jCVOv9-r3A6gMklJm8QgUnXaXLHDysyr_RnHQi_Dswr76Iq4QVOw3K0onszmD3QWmrq,2c6475148e277052
392,7731,com.moodle.moodlemobile,Apple,"iPhone9,2",iOS-fcm,15.6.1,cHSNJJZizkNnnL-lEee4ow:APA91bHaKmXiKzUgS_qw3Ja54ICPpzVLR_HE0CATzOllPi0jEFzR05bk6QlQtxaidJmojxjmWuAicmvSSaVQf4ma0kXn4UzXsnYFaxMBsfXEbDK7_mbuvhI26_0glF1B5SITm1FqjD3y,BC6C2A3F-9A1D-4DAB-91F0-F95937B0E852
393,8889,com.moodle.moodlemobile,vivo,vivo 1716,Android-fcm,8.1.0,drKWXLIsVXM:APA91bHSWxBL9_531dqI657Btr1kgPsA89zZcVcMiLF8AsnyL3a0Whvkv1aIop5GKkRbEuJgW5MpXuKvJxfMLHsD223yDtwZNRVfAGwk019N-CelhKzTV5tRXy3-PDA-yqafubVnJbW_,bc9fd601a43ff714
394,6118,com.moodle.moodlemobile,Apple,"iPhone13,4",iOS-fcm,15.6.1,eIyE9gctAky-ka2FDZzV4d:APA91bEMLmJYC7FjpGwpEFZdy2V4vgq-Q8qGeiBZrdupJZpVqO2r_5wkAyHddXkrmHuJo1oOqv6QLjYbrrYNhG2beEXxg91AHxq9-1QbRrdnSQFNiKX1JNNv2XAdxNwn5pfjWKcTZoPc,DFDF3BA1-17B5-47AD-964B-C60C7AE083CC
395,715,com.moodle.moodlemobile,Apple,"iPad12,1",iOS-fcm,15.5,f-QxrTNZXEsSv3kKxFoKpz:APA91bF3_ylHp-k6G342sraYSqIA1aYFR09WaZRjRE-SvHAhAX_xB1uGxBefTROuqA4cmUbICw6_s6XGE07ybrRQbCcSHhWlR033h_zkmjf1KCXmHmtBq4qEKXVNQnREHo-MONQxdrV2,DD765C92-9CF2-43BA-81CB-C4D139D3B56E
396,2461,com.moodle.moodlemobile,Apple,"iPhone13,4",iOS-fcm,15.6.1,djgF9lsLzUvpiZlJq8LORw:APA91bFnTfkQ5alG-13GaD99XnMaqYDzZfDPEasdlwRvW7F0nYfRt7bWolYgrPqJ0xv9fbQEWL3LLGHE0Dcn7tBOEno1Oyo0NkF-yLepWPTRXkCQR3eKlxGadPiA5nvjjhDeKey1zTFT,51306C91-B0FE-467D-84DE-D5FA3C0EDA67
397,7951,com.moodle.moodlemobile,samsung,SM-A125F,Android-fcm,12,ehITDJZp4pA:APA91bHGUEmBDuCn57oraGeDUyG5ylXlQGmB-C8PnwDfoYQto_K2TpZBEX42rZLtcMyDDY8enXcqOghCvKlrO2bzfncO2xhmVqEBOsDm7Qjo65vaZbONf1yknjbF9TocRdqPgCb0P1OF,7da40ec4da63c233
398,7870,com.moodle.moodlemobile,Apple,"iPad11,1",iOS-fcm,15.4,exDZO7DGtENztNjMIBJXS5:APA91bG6fDgWJ-XWc86ndEobxgAvPgYFQUiJm3R-mZme5OHPR7k2o83_h0oBC9EGiQvApR9YatrekElTG0HyCuD2pqAG_CTaXq2i7YmqzLt-JLv0hBY0FSdC5DvIviGPsc17N77PPgOW,86DED7D8-021E-48C9-B04A-03F1DD3895E7
399,7800,com.moodle.moodlemobile,Apple,"iPhone13,4",iOS-fcm,15.6.1,fHeuF3SC7UOijZA4v91a3M:APA91bEcdAgAfrYvBea9eQRE0EzNFL_QFA9rrR4Z16UDv1HRr41Yj72XbCKH6ZRKtotYwMMS-RDpUXoIX7FbtnVYhSjjhN_4xsf8vEE2fzNiMw6ejGdjsqoE9CQcheYtCbJEID94_nIU,89468A18-F3FF-474E-9606-E062440ECAF6
400,2461,com.moodle.moodlemobile,Apple,"iPad12,1",iOS-fcm,15.5,cOfNdIo-TUyvk72wGU8djY:APA91bHJ1XK8rIzXRhGoqk-92AOH8m1TNY8Hrq201paSwpi0Qg3Ya_Og7_SE9csx64r6itwttuK4FT3K0rnJ1Hd7BKIh6ZI-y1dTUlHA8kkJuZm-4SoiVqCl92eNsGRC1iqKWFDhT6Xl,61C59ADA-F799-478D-9AE4-CD353AB685B9
402,6236,com.moodle.moodlemobile,Apple,"iPad7,5",iOS-fcm,15.4.1,ed1m-vs-JkZytW7Ikpp6CO:APA91bEFdjiQbo_I6h6qAtlPv472o76DvL3J4PxWJZ48rZxTO7q-jVjbQikEWwpaWp7mqm-eO-bUJdovdfktJGA0pXz1wPru_iRVjPNWIUTnPxS41MYRM1wWybzj4zT_FT8sQP9d0vNg,D3065B4B-3040-4E3F-BEE3-9F3E47F6FEAC
403,8013,com.moodle.moodlemobile,Apple,"iPad11,3",iOS-fcm,15.6.1,ccPlI7vsIkqChlvzfdKFO_:APA91bGqyyHDpMqf7t-b-1W5YPy_KJCIdnEEMOgbrs2A9_BcvIFqKhJyUUd-gGRjHBIMmdcV2R8-B55OW8nMSJDkg3InEjsT_55PrlrgrVUEYvTtfNvWD64rOisHqVfXVtEUTX-N9M_H,F2813227-1300-4593-B577-E41806A2068B
404,2454,com.moodle.moodlemobile,Apple,"iPhone11,8",iOS-fcm,15.6.1,f5m2Hgu8-0OPigGxOKjIIx:APA91bG3kbfJYUtuNRK2a8yDwXqBDJCvhmVrk9rKEaU_2GbZpiXwTY4I0DgoSEtZyGwmWeSDV-3M__bhW2wz1BSRpVTBJnq77LptImkZoLC3Uh9dmwsqFfCikMVbD9zw5_3K9RW37CQk,7BF1A017-1513-4B99-AF02-CAC7E7BF7124
405,6164,com.moodle.moodlemobile,Apple,"iPhone9,4",iOS-fcm,15.6.1,dfDEvfhWikQ_ps60fTN_Zs:APA91bG48AmW_xdMK4T6ILWnc0CPCXFYFgSTtPqxGqC9gCdNN8QkIkodcUlDEJyeWskBCEawodltVwATuEEdJ7YEgQmLZFaYo5cj4m6DbQ8u1zz6poBma9zSY_SnohRRbGc5_I1Y66_h,B7736355-E3C9-40EF-8D38-E18EB7815404
406,6866,com.moodle.moodlemobile,OPPO,CPH1937,Android-fcm,11,chj8AhZVBRA:APA91bEZJLVCU_cXypFLsmfuzZVPcthLMmsfV1YvYg01vmvGfY_NVDJEwiwwxMNSc8b9F5WyAqBSH83ZiEj7ruxGyPVkTgdphZdLnI9BaaAAIU6JpcYRsuIhRxtyj4T89t4Wd_PhcHyc,7cf345f6759d4770
407,2449,com.moodle.moodlemobile,vivo,V2109,Android-fcm,12,dn2xwwgmOBM:APA91bHUEjlzCWlwpClkKxGcY33B-8bmb-xUPyXZ6q9QRXHCbof_fWznC1okHaNHGzTO1NaGvUTkcRhqyMM0LaJEbTLqbb76xk2wD7qCeUUR9nueik8p6PcI2nr2R5AtgxQjsEWTBWV8,92654b144ff6a0b0
408,6947,com.moodle.moodlemobile,samsung,SM-A536E,Android-fcm,12,eZ_lQe-Lu-g:APA91bH81zYiHeF16xBckK4h4gj_38DJc3VxuX6tEeERpsUEvznT4Qoev5En4wK852pGpUSpXH2LsJLQ_5fdc6DlHaMnz0uIPCl0zPsvrjG_QnvlRrbH8SCugcbzV3aj3GJs5Xw1GbMC,b7741adb1eef5ad0
409,2413,com.moodle.moodlemobile,Apple,"iPad8,9",iOS-fcm,15.6,fpGCCnmD_kvivAj6AL91V3:APA91bGkNcQsLz1aMU58PfqqtpUa2MOlVrb8SjLuETl5f42FjdJ7w3LCInkTm_OXe1dYxbnHQ64ZePsNhGVD3aoigwrnn6XrSBavAMFHQ2hRbt8krJ56jr_Xttk_FTvGXQExgHHRHkl2,D0918130-AD78-4900-BCA7-8A97864925C7
410,2483,com.moodle.moodlemobile,samsung,SM-A125F,Android-fcm,12,fQw-YICjDAw:APA91bE7jyEpeSdE68NPVQmrZjFCZSMkRh_He1obRzzVnSgwH3LmGVDHNCJHaRzhNUzOBhKRXHbtmXFkbiAaGvN_jzHTDL9TQE5ZI4VYo18XE2WM_J_t5NqBpwmiyWeUEHiebwE-l6Uo,9f1b796b0c41c0c0
411,2479,com.moodle.moodlemobile,Apple,"iPhone12,8",iOS-fcm,15.6.1,fS-Ta8JukUO2sMzY66zzsZ:APA91bED49HBR7jSV9MFFra6aa9U3RV3xe9dLx0LzVLj9jwfzEVBG3bXVKuk44dZ1kZLnOLfAmSZ1x5IVBEY1FKHZIQsa46wTm9l8gQQtX7ZBsUiibs6AR9-K2FH4JLE-2yMBI_cn6eL,A24BC3F8-8537-4B7E-8A6D-0EC7A0618E29
412,827,com.moodle.moodlemobile,Apple,"iPhone8,2",iOS-fcm,15.6,deApHtxFiU2jmbvy1jor9c:APA91bGRXYLciDlP4jVavySDaOnOnMFfJfRf05Ue0Ajsl3ZVQbWA_OPcEEpkEeu0OZ1ufdWK2L8K6TatBhDpAUMitdo1sABStkS8V-qMn4InfZvqqnx-1GxAVKFzV7T3L9MQHnJJdusD,C867ED08-E065-4921-8AE5-A9A46E2D2DA5
413,765,com.moodle.moodlemobile,samsung,SM-A736B,Android-fcm,12,fir259cFujk:APA91bEBKkeDK1JK2ny2r4onkmNNMs2EDrtfjGwnhoCALQmm29yUHxNGVeqy8gQKZ88SRpHO9LLA-vZQcb8389QXBXTkIV-mcYIg4Ucqx6RzPqOBc2-SChU1Ghr--PobBi1ATj3zh9kX,d82f4fca1b9a39b6
414,3080,com.moodle.moodlemobile,samsung,SM-A515F,Android-fcm,12,f2VtKll2-Bs:APA91bEJwCFcV-sz8g7a3vP7lrGpB7HLOoUcFWvuqCED9Etv9LVlSoe9Tbj7253XzIzuOdO70LhwMZ374WNx_WzjnJfbwvYjUuViK5zkc9qUyr-1U4m1QYAOnRYB-Cuvf7RIoxnt6rhB,8bf4fa1dc8b315f7
415,8011,com.moodle.moodlemobile,Apple,"iPad7,11",iOS-fcm,15.6,dkAU0O-DgkxGgCPT2WXCoS:APA91bHWbTENNJyrxmrrwI0zYYGk44Z2SO05iplrh_EdEWvDfmw0QrmW8uwBgykIFDaOzOcl_HRXvjzYAEimFIEWoiRMgHQLt3V71e5Ezvi4L7Hsm-f2AF6M326mdpQt379mmb9suCKp,74F65A5B-7913-4C46-AD0E-AD638C660820
416,8681,com.moodle.moodlemobile,Apple,"iPhone10,6",iOS-fcm,14.8.1,d8deGe4nd0d7lTX1ZPKH4u:APA91bFRFauvuKJr2TBByaDdjjmUf9UzlOiWr3eq-eifqm8Ggqcbff0R1hbmTYhUdNSrXLTqVgKxhR2ii1orbnuINuXDkNpWkpduR2OYUuEGW8rHrCh2lNS0PTiLFO3Zwe684xfjlDSZ,9192CF41-B108-4175-AB70-E09FEEFAE23E
417,7875,com.moodle.moodlemobile,Apple,"iPhone9,4",iOS-fcm,15.5,e_SKsMaP7Esng5Wr1D_xtp:APA91bHpkfDDYVR9-sCevAmXSex5ntyuznKGJeJvWRJI5eeIWU6lSrZBVYzkupf_wNtyfIsKjty5M8vbzb8H-NEG3z4411WWtbJmD90XgKAVU_RUDUDHHKj1RIIXlCkCZYlj74Gl1q5r,7E428954-784B-42A5-89C4-DCB36F34E660
418,798,com.moodle.moodlemobile,Apple,"iPad13,1",iOS-fcm,15.5,eQIMj_aE6kDKh3H5qBEUcM:APA91bE9Zz6Ko1M8Sls_GbRlfU-tdAe0z-Kwl8zhIh-8CDtnV4jVXYLgGgs6mus40f39OyShWPMN47tkB50Zvf5WpbPtLyR8F7MNnFkVQn4n_t5DQ7EpK_ERkaJEBdUY6jJ3jNqnllXp,567D2838-3F43-4860-8F96-C3754B0C4625
419,7933,com.moodle.moodlemobile,OPPO,CPH1969,Android-fcm,11,fGzdpaFfm1E:APA91bH7W5AuymD1abNl1iseg4oM4YzzqsnvxGdieR8URQcw_MJg-IItQ_R_vw4jIY7SxwTxBeI8icjE4uusi67JFm5YT8lvhv_Fb73HZlBl4gXAfhwmMVmdu2CE3xn-VOLSRdp4cjTz,0e56daeb82df874b
420,803,com.moodle.moodlemobile,samsung,SM-G955F,Android-fcm,9,dx36YeVIikQ:APA91bH6EHmCqmeXd9F6LIcV6zX9UUnIqlsfkE1ymA9O_Vnv9whejBGGdp3RnM2uxkoiD6opGSCSGxJ3tLU9NUkETVhIQ_wSjrAOK_wI-HJvFBLHqIJ_PZPZpIy9Nb00OMUzoz7Bsw1x,015a3069d6c2c63e
421,715,com.moodle.moodlemobile,Apple,"iPhone12,1",iOS-fcm,15.6.1,elK7rTjAdkmms_zNd7LT1M:APA91bE0f5elglD16uidK3jvGI2OV0LYDzwjum287ozCb17e4zN7Ykm9tRzD2Ol2HIQ0xP8NdrnRmkCYfT-pDzut1vzrg9C5mMs1w1p4KJ71zaIvAeewxuDisZF4NNJ_4MNL_FRU5ghu,96B47668-6BA8-488B-B907-5951DD8833E0
422,6899,com.moodle.moodlemobile,Apple,"iPhone9,4",iOS-fcm,15.7,fxcDQKzPMEkHnuGN9EMtje:APA91bG5tkLJlqj0LD7GFxUooNTcfZW_N8tUgOgfQgFfhQUTy7MFsXlbTnIWgixi8ktt-_boXpFY1Zp097cqv-S-xPtTv46Ivp69xueyIEEVHv4FRyQq3AlzrR8O7iYH3hWmjcnhWz56,B3B6C8ED-A134-474C-B3BC-A58941015B82
423,6302,com.moodle.moodlemobile,Apple,"iPhone12,1",iOS-fcm,16,cHZMt5J2CUrSi7NI2Rj8W9:APA91bHwimLpPDs8-lsFx0Tbg1RpZa4k-i-w4xXNY0L3ksV2yBWmoVfJpnNeL2JHbXtyFh2SkItziCkU2xKXIrhg3Ch71gP5Ikk8alj8we7cbCoj9UOa7fN1ISbzTBV7kaqsW8KSuKHb,2C022782-C77C-45FA-93C6-5B51C1F7BAC9
424,6634,com.moodle.moodlemobile,samsung,SM-N960F,Android-fcm,10,f6vzvdt6smc:APA91bH-sTkV-55ayqhfwj8jbl6H16ZECH1P2hKyfYop6N4TRGsz1wUIW5j_zvuUQWuFpYI2D8Tq9MB4jM3sPlGdCpsd8XhK0rYoFjooOE3Dlf8Ob2TLR6C6iPpaspCXevuovvGc-wP-,50dd1693d862ce73
425,6236,com.moodle.moodlemobile,Apple,"iPhone14,5",iOS-fcm,16,fr-02RapyEWsnZdVvN78UO:APA91bGPkQwAvQ0YBiBH5B1ykkCTpnt5hj-R9uTdMhkM6eMrYSPrprIFun0rf9SYxZ5pMZKgSSuv8Yk73cEUDiRjhO-x-9Ri5R_I6uifKyJG6v-N7AdJuY2D710iwVd3v5RYNBlPd_n9,5E006502-57B1-4092-BB3A-97CBD5E3BE5E
427,6062,com.moodle.moodlemobile,Apple,"iPad13,6",iOS-fcm,15.5,ekm2G6DKW0U1l6oIXAQCMH:APA91bGzEPB948rulyhQRtJ0sLNBGmi0-k42Agcv43P5Xh0ezVzSy5rbbWQr4q6ao5tRxYdsREI4974cNUdRYDX8nFvBcmeNx9D9WdLUSm0ZfJhkxjYQyUoi7UAVAY-Efn2tuYUixo6I,B05DBD5D-4CCA-4B32-9FD3-86B3334EE444
428,7981,com.moodle.moodlemobile,OPPO,CPH2269,Android-fcm,11,fsRC4UciQNU:APA91bHu4BNy3yFal1OuPpguN36HqGJ3d4QJwq1BZpPSga4AfnrPje_QmVM8yOI4IH1f-wqxnTUVcTw6zXHVZLAf3hzHjKzplGgXFHjHavCYLUAYRyvgbnPw8-bIacJcKUI2nucUJFB3,5c902dcf7c59ec9d
429,6118,com.moodle.moodlemobile,Apple,"iPad7,5",iOS-fcm,15.5,cygfANyoH0ZFkCIet38hih:APA91bFXrELxUC0G_59CQPktnkqEU_706qr1d_VMXVBMDr9quoIJnqfScOwHrvpLlA1RUvBa8K99bxreVFjZ2feltMJfZQPh0i1tn6K9jgDj2ydT7UN1o126zBlzYXUTBtytfNSCZR_0,5AEC1353-62E4-479C-8974-910BFDD9E81B
430,9017,com.moodle.moodlemobile,OPPO,CPH2095,Android-fcm,12,cv2OogjDB9E:APA91bGHO8COO8XRP0SvuIdJmLe_rqJdwM_D3cqhvh5vZXeMWhBuscmGDT9CjYNWrX1CRQ69SBXnHTklg6tNLri9uQuMgXveUX35j4Ytn3Gd2Isrn6J_lfjTPE2I4F8ld-xwMxnl0OZY,6a926022449f30ab
431,7069,com.moodle.moodlemobile,Apple,"iPad11,6",iOS-fcm,15.6,fe0dgmGCmERhhSi3oB6JWR:APA91bGaCpYnNAr4Q7-VsmJfq9JHKjE84SMdyE60yP1nldsF_ehURHYjbD8Y0ypbT3Muj52xb67vkFuu7zrbN4uy8ECPUE3vod4JIb8VKXjnXuGzXpVhCE0RFETSQ0uXdeVSZwjmCZcN,6D4DD1D6-587B-4B71-BCD7-7FE2ACDD12AC
432,7746,com.moodle.moodlemobile,Xiaomi,M2101K7BG,Android-fcm,12,fuvzb5VKIT4:APA91bHretfozHDNKDmVA6YGfqi4UTiwCq8IEOr69JXVI6KBV9jPkfomjr7CmyvOEeuy7hkXjjZ4Zn5iAyF_P60LD5vF76SfdjHBPKEuhzR1VLaBxrtvNGz6R0dYeY6eAORNmZlGZhtU,e750c1a965331da1
433,7977,com.moodle.moodlemobile,Apple,"iPad7,11",iOS-fcm,15.6.1,evhbwbDnWU9cswY7b0j8ln:APA91bHcjfn5MzQTkAaui6D0KiKhshqfmT6lwzMYhqlz1ucT7mC2VXERD91mrmyknddaHT01dQIH-8WHrbW8wzSzByx1Ifx7Vl5uQJZadpgC2bSekFXl14y0MMzVKDYlo7s-rkhDIbMz,655562DD-D6C2-4606-8AD6-B8945627C7D8
434,8385,com.moodle.moodlemobile,Apple,"iPhone12,3",iOS-fcm,15.1,cQrUi5JNsUw-mVLyYkXW_F:APA91bEZbSTJx5Bf4vEM9X2T_cL_xJ1M7AMmia4Pc--pVXnrzQUjExTxNVVVfWGh8SiMXSxFI--hfCw88WxHyDWLmTSzWBNjgWJ99jxSeH3XvCVB5SCkTJREwcOboj6B-mmUIU5-ItsP,3D3326B7-861B-466A-87AD-811B9C34E75F
435,9451,com.moodle.moodlemobile,samsung,SM-G975U1,Android-fcm,12,ekKSoRdWrhA:APA91bFRMtzTYBPUQixieEnteo6M-Sgpvy7ZB8UE3P2uMUdL2S3BOr59AAcXvWckpvRMJy7elA8e_BRPMMiiNdNPAoKcpy_tmd2QHOD23Is1_GmK8_zuK-kaO6g8NmpBgTv4KD7KE3W5,cdf9a10b8b5c495a
437,5919,com.moodle.moodlemobile,Apple,"iPad11,6",iOS-fcm,15.5,eJRCYoT-YkWvkzw2ti-DGB:APA91bGIpFVx39zPRKSAQTPgpUQX7jThYByDD-3qH98gl8IEHxQZV4dOnL22nIYImvJtjKL6a-18nsJxgtbcSDrWSpAV7L5tmC_3xjo3wHr_fHoGeeyDoTMYnqyhDwwZ1HX9MLQhXso-,4214391B-78DC-45FD-AD2D-6959307FECFB
438,7665,com.moodle.moodlemobile,samsung,SM-A235F,Android-fcm,12,e3BOdM1qcdE:APA91bHOnpqKHrt2o33lNDh2bHsTocUQ-LcBbv3V3kT9VVTOKyDagyzq1GxRagi8kzX60Jy04P9LC_EGDoCdmKzA-pliiZpBl6rSVEAW_HRi73eBbbibA7MWypjR0YxhMwH4GTXEafFd,df6aa6b4df0be3f7
439,6218,com.moodle.moodlemobile,Apple,"iPhone9,4",iOS-fcm,15.6,eFgyWuRZ1Ehdngj2Lef7_0:APA91bHvYTydXQBm2wCSQt1A8J5bpvCKGNUXheakUZWn3ETME5iJbkM-v6ozl7J_W4u3DpxEgy9cqRhkjV5TuJxGI6u7sDdesq5Ha4ZfdL7DlkMtziFpq-fwWKOhwKj6mbV_CrLu_g-E,76EE2A43-BECA-45B0-98D3-D30929AB959E
440,2713,com.moodle.moodlemobile,Apple,"iPhone11,8",iOS-fcm,16,cxB8mrOmIky8kVPV3FPGxc:APA91bH7vx8klUZ_g4Dj2u-eAdQd6g0Jm7FHBw_gKnnakiIRrbegKbznT1atkoMqlZ_Hhl6cKu0ZNAtZlJwTwMJRsX3RmSBqAjLzro1rwYbGAppPjyw1ICUKC8RJBTGYLoGysxtWmp8_,D5035CFE-1280-49A1-BDFA-B2BC8C127BD1
441,7734,com.moodle.moodlemobile,Apple,"iPhone11,8",iOS-fcm,16,cS0w_iJ9CkE1mxHAqFq4j8:APA91bFEGlDOvGrmSfVSJGC4M0Syp53L3SF6ATXR833xyYBn0uGgAkppYZ_BMAKZKaYPzthWGngHpRPOa98x2CVqAgs4-1cs2kRZglf24cFp6yAhkK4fpkoS-prC20Qv90zuQlSG9e31,99AC0257-50CC-45DA-91C6-AA358453F4A4
442,6036,com.moodle.moodlemobile,samsung,SM-A7050,Android-fcm,11,d08AYZ_xFnc:APA91bEXJzQca0jW1SzaBnjoPbmuDL_WNRsG0DDKbmC7CMpFXHMPFJDtwDuDjtRpeO0fRB7y9WFiLC_BqNi-k2VuUJEADrtQIvBJp6aAF629TFlmDCFpYUHMIqfOFuSkq2Cc87feaQMp,84705ff3efc3f6eb
443,7977,com.moodle.moodlemobile,Apple,"iPhone9,4",iOS-fcm,15.7,eRXCkQPtYEoznujnG4EpEX:APA91bElJ1mlPAeKNdya5ERbbSL1uwIRROTZ1WDG646bHl-vbuBwhYbc5CyLFX8acmrA-9U0tGxA0glsjijn6OA8WHZHiRkHZaxY7KVQtZjJaEMgh2Bzy_h9JLUHhS7xJ1lE6M1yh6gX,5A889ED2-17A9-4051-9E6D-4B2DDA848101
444,7914,com.moodle.moodlemobile,Apple,"iPad13,1",iOS-fcm,15.5,f0qQiut9d0t8kPNfFOxbMF:APA91bFNf314PAcCUTdr1cqVekMPNjy5J4Q5-4yNceY87P7WUtLhtRPNPRiMUZKZqRZgZbDBIGtwh8uEmY2au4JujsYRh90xcmzmPuFA4_8OFkejZJzUoH52rWFXYyWhg7RUr4mt10me,12997B50-69ED-403C-9DF6-C201BA0AED61
445,8160,com.moodle.moodlemobile,Apple,"iPhone14,5",iOS-fcm,16,eMDq7OwhV0BuvoD9FQJ7N0:APA91bFdDzuMGcDzCvkMDk8uyEkRWZmkBis8M10sc5K_Lun6a1M3egAd8kGTtpwB-KupoBfMl2DkynYCg_4CWcmchbCHSmm6d2mpkD2b23df2JlIHM_ptp8SjPvWzjD5xjngMBo9iYbc,58823B95-B78E-41D0-A49E-DEECD6B76C9B
446,7774,com.moodle.moodlemobile,Apple,"iPhone9,4",iOS-fcm,15.5,e2e7TirXwk3fppvXrathxP:APA91bGdlRMb7TNaW2LzivSD5ySUJBoRIu_PZfu5-CB7OY6t5ZaNTY5woOIsGwYTCV48lKCJ2sWERIHCvMqq0npwq8bAZISWWzBxREY0Miw5idyDNnRa1NKlEh9mYU_KxvoCcICD8KvR,8382F647-7AEE-438A-9EB9-A5577D9F2E83
447,2882,com.moodle.moodlemobile,OPPO,CPH1911,Android-fcm,11,dBYc37UqeRc:APA91bFn3PxGDya5pUjYkQQn_vO9HEU2lFOGp733UA7bhqEmFbXet6uqk7lZJ-OPPnhqR7mOuBYdiTU8lhGT1kShsaFh8ioXX86f3o2eP0c0pvPFELgGP7FQzuJQFmhQVZBZWI_Xqhg0,f31fa343208065e9
448,6164,com.moodle.moodlemobile,Apple,"iPhone12,1",iOS-fcm,16,c2z_5aAJQ0m8n-e5ghnXyS:APA91bFJdXZ6ZFMp10rI3BrOAD0572HcwQN868Iy9NW8e20wuWUqYJziT_6Su2CNQsn8M1kQ_xB8sEPbpjMNjKUCS_fm980w_eRJnql2BA6TPT6F5e1Eqju1atZCDve5xRsl6c-m1hoT,5E97291A-1D8F-4400-8C93-C01470F32C37
449,9198,com.moodle.moodlemobile,vivo,vivo 1902,Android-fcm,9,eSnXKcGZQLQ:APA91bFiefQv2KAgB5UzbdTw7OwHquQXdvQxcmLT70Jda2yGpLSXP9rWkrgGFHw8Xn2bCCU4Ye-K_J_0c9bUMk-pInGaisIZos9Zlc8g9WPU9hEcGscGzQgxERxCeH-dlCbdWAoxwntq,97ba69333ab1d5a9
451,8397,com.moodle.moodlemobile,samsung,SM-J415GN,Android-fcm,9,eUSWwatxhmE:APA91bGZjiNH8WLqF0JDPdxxnpxcdV0KhNQIAr7sroU0Y5pAOPGULQVSvsLv3lO353ah2w9Mm7Q0MAtJJV8St2u6_FNsP5BKpAFPZcbPwgfQE9VzKIZvxZK23i1AjgXoKioehT0gPMeX,8c12fccf3395f2a7
452,7881,com.moodle.moodlemobile,HUAWEI,JSN-AL00a,Android-fcm,11,cQRKocRB6BE:APA91bHSL8uOK_W2YEuAGXB46itP_Ui9K_jAnxZemxbAM2bj5clFO0NEi5UlZVfUQ6kzoZJrGSsQk4dpcmZi8dy_HOsp0iCHtQfgZxf48L4Jvx4VU25u32_gdxM3q7n-VQLHZEjNzqts,c8082c06db298cea
453,2246,com.moodle.moodlemobile,HUAWEI,VOG-TL00,Android-fcm,10,eHucZO1IR1M:APA91bHaSAK3UZif8HcY5p70YSsDdb5v80LDe-cDoopl9AELmqivKLhsxZxYZgjj-MjOyJjb6-GznxByJAMHjDYKCEc6s3yDZNCS2Rc64Gc0YYnOuU7Wg0AKazfG0OdqGtpNXDolB0o_,854ba3f5bb215f9b
454,2246,com.moodle.moodlemobile,samsung,SM-A326B,Android-fcm,12,fcsAwTSlATQ:APA91bET1xsB7rj2BmVaxsE3qwGb-txAZAPplThr0pZaAcVK6hwRBW_l0rbd2HJKhRajRD-JncBj66MVNORddPaPFqt-7S1iN4Ni_p-BIiA9-2_na73XoPsSX2wOGILpJI8t1LfYpNdY,d710f63a7f65d3df
455,7693,com.moodle.moodlemobile,Apple,"iPad12,1",iOS-fcm,15.6.1,cG4BJOmftktxt4XtlMTIUV:APA91bGbO5BbyIjPc0vQ_vBiPDOoQw-eOWJeTdh4KVziSJfN1Vh6G7FDnzmLDtO2tHvjJmuwJUrGa88B353CIZBoi4nE07GYTMAs1EHNTTk6iOakFlTQvnl22QYUi8GyjawACDqpEK_c,CEE187F2-6711-442B-AD30-DEBCD5BBD34C
456,9185,com.moodle.moodlemobile,Apple,"iPhone10,1",iOS-fcm,15.5,dL2xMq_47UBAgaTYr6uqO5:APA91bFG_iM-wPRFHJASkdPMmLfVsLWZKCSJ4lpQZENsfAGKTDrxsfezgWkeedPXVLj3C6OmFnvO0kvZZwGZlfNeFsBRVzXb7pFN1KppXtE1abxQ2gC8kaixfsPRUrF-IqkhlBO01fFX,AE8B8594-24F8-48C4-B36B-B1489040F181
457,8897,com.moodle.moodlemobile,INFINIX MOBILITY LIMITED,Infinix X6812B,Android-fcm,11,ebrpIGrUrXk:APA91bERsABQwBgN1cW1fLiV4tRIMk0s2VSbZeuVXdmf3K1dOc2bqD4IzjUN_8ZzuL924d2zC-HcPS_dmTeWn976Koqz463SHAueQWuaWFesBSBmwwOLbc8mz3sYUNfruQ1c5quB_cba,cda71de01baf61de
459,832,com.moodle.moodlemobile,realme,RMX2001,Android-fcm,11,es8DobviGf8:APA91bHAjVh_H74OAyco0oWjN8pfoNluUj0Nxe0zZp9hS5flBM9DFOAF9exmMk0HRXkyK9kswzJw0WMLkiY0vAnTWD7bO8iaHO0ErutKvl8YEDsSxnODFt1R2UGRkVrTaeYArY6tBT7o,a7caa46a9c609364
460,6747,com.moodle.moodlemobile,Apple,"iPhone11,8",iOS-fcm,13.6.1,dnV6Iu3RhkD6qyEpF-dE_w:APA91bHPwimUYDxcgQ174tZ1TVCeKEBNE311UJ4SkExzR4xknXA3KhIg1QbWMru_14SlJWeOl4g62RInxh2YbeZQvBJhX4gIPwJJSU5koeTy-FJ5GRrKT77MTVc5zTM7F2QZW73yS6Gk,CDEA0E39-6CF8-474E-B397-FBA6B5C945A7
